,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
2,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
3,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
4,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
5,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
6,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
7,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
8,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
9,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
10,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
11,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
12,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
13,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
14,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
15,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
16,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
17,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
18,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
19,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
20,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
21,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
22,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
23,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
24,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
25,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
26,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
27,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
28,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
29,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
30,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
31,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
32,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
33,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
34,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
35,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
36,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
37,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
38,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
39,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
40,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
41,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
