,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
2,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
3,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
4,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
5,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
6,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
7,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
8,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
9,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
10,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
11,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
12,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
13,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
14,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
15,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
16,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
17,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
18,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
19,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
20,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
21,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
22,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
23,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
24,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
25,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
26,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
27,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
28,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
29,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
30,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
31,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
32,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
33,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
34,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
