,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,薄雾灰,石黑,AZ32GCY0000277,燃油,两驱
2,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
3,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
4,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
5,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
6,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
7,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
8,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
9,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
10,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
11,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
12,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
13,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
14,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
15,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
16,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
17,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
18,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
19,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
20,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
21,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
22,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
23,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
24,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
25,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
26,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
27,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
28,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
29,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
30,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
31,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
32,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
33,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
34,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
35,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
36,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
37,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
38,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
39,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
40,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
41,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
42,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
43,A,天空灰,石黑,BZ12GCY0000291,燃油,两驱
44,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
45,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
46,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
47,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
48,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
49,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
50,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
51,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
52,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
53,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
54,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
55,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
56,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
57,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
58,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
59,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
60,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
61,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
62,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
63,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
64,B,水晶珍珠白,石黑,AZ64GCY0000303,燃油,四驱
65,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
66,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
67,B,水晶珍珠白,石黑,AZ32GCY0000268,燃油,两驱
68,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
69,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
70,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
71,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
72,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
73,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
74,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
75,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
76,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
77,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
78,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
79,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
80,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
81,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
82,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
83,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
84,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
85,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
86,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
87,A,闪耀黑,无对比颜色,BZ12GCY0000247,燃油,两驱
88,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
89,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
90,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
91,A,闪耀黑,无对比颜色,BZ12GCY0000237,燃油,两驱
92,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
93,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
94,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
95,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
96,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
97,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
98,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
