,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
2,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
3,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
4,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
5,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
6,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
7,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
8,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
9,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
10,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
11,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
12,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
13,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
14,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
15,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
16,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
17,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
18,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
19,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
20,B,明亮红,石黑,AZ32GCY0000255,燃油,两驱
21,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
22,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
23,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
24,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
25,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
26,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
27,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
28,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
29,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
30,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
31,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
32,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
33,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
34,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
35,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
36,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
37,B,明亮红,石黑,AZ32GCY0000297,燃油,两驱
38,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
39,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
40,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
41,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
42,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
43,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
44,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
45,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
46,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
47,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
48,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
49,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
50,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
