,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
2,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
3,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
4,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
5,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
6,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
7,A,闪耀黑,无对比颜色,BZ12GCY0000241,燃油,两驱
8,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
9,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
10,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
11,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
12,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
13,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
14,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
15,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
16,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
17,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
18,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
19,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
20,A,闪耀黑,无对比颜色,BZ12GCY0000247,燃油,两驱
21,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
22,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
23,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
24,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
25,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
26,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
27,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
28,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
29,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
30,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
31,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
32,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
33,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
34,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
35,A,天空灰,无对比颜色,BZ12GCY0000266,燃油,两驱
36,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
37,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
38,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
39,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
40,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
41,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
42,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
43,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
44,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
45,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
46,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
47,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
48,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
49,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
50,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
51,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
52,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
53,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
54,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
55,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
56,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
57,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
58,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
59,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
60,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
61,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
62,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
63,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
64,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
65,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
66,B,水晶珍珠白,石黑,AZ32GCY0000283,燃油,两驱
67,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
68,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
69,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
70,B,闪耀黑,无对比颜色,AZ64GCY0000280,燃油,四驱
71,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
72,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
73,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
74,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
75,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
76,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
77,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
78,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
79,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
80,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
81,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
82,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
83,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
84,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
85,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
86,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
87,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
88,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
89,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
90,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
91,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
92,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
93,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
94,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
95,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
96,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
97,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
98,A,水晶珍珠白,无对比颜色,BZ12GCY0000244,燃油,两驱
99,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
100,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
101,A,明亮红,石黑,BZ14GCY0000295,燃油,四驱
102,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
103,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
104,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
105,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
106,A,闪耀黑,无对比颜色,BZ12GCY0000241,燃油,两驱
107,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
108,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
109,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
110,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
111,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
112,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
113,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
114,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
115,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
116,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
117,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
118,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
119,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
120,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
121,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
122,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
123,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
124,B,闪耀黑,无对比颜色,AZ64GCY0000280,燃油,四驱
125,A,闪耀黑,无对比颜色,BZ12GCY0000241,燃油,两驱
126,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
127,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
128,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
129,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
130,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
131,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
132,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
133,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
134,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
135,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
136,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
137,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
138,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
139,B,水晶珍珠白,石黑,AZ64GCY0000303,燃油,四驱
140,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
141,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
142,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
143,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
144,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
145,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
146,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
147,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
148,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
149,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
150,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
151,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
152,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
153,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
154,B,闪耀黑,无对比颜色,AZ62GCY0000293,燃油,两驱
155,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
156,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
157,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
158,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
159,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
160,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
161,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
162,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
163,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
164,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
165,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
166,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
167,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
168,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
169,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
170,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
171,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
172,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
173,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
174,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
175,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
176,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
177,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
178,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
179,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
180,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
181,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
182,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
183,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
184,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
185,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
186,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
187,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
188,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
189,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
190,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
191,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
192,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
193,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
194,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
195,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
196,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
197,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
198,B,薄雾灰,石黑,AZ32GCY0000240,燃油,两驱
199,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
200,B,水晶珍珠白,石黑,AZ32GCY0000261,燃油,两驱
201,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
202,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
203,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
204,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
205,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
206,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
207,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
208,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
209,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
210,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
211,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
212,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
213,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
214,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
215,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
216,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
217,B,明亮红,石黑,AZ32GCY0000297,燃油,两驱
218,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
219,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
220,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
221,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
222,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
223,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
224,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
225,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
226,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
227,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
228,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
229,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
230,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
231,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
232,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
233,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
234,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
235,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
236,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
237,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
238,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
239,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
240,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
241,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
242,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
243,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
244,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
245,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
246,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
247,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
248,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
249,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
250,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
251,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
252,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
253,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
254,A,闪耀黑,无对比颜色,BZ12GCY0000241,燃油,两驱
255,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
256,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
257,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
258,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
259,B,闪耀黑,无对比颜色,AZ32GCY0000265,燃油,两驱
260,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
261,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
262,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
263,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
264,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
265,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
266,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
267,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
268,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
269,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
270,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
271,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
272,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
273,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
274,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
275,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
276,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
277,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
278,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
279,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
280,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
281,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
282,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
283,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
284,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
285,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
286,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
287,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
288,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
289,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
290,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
291,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
292,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
293,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
294,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
295,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
296,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
297,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
298,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
299,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
300,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
301,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
302,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
303,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
304,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
305,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
306,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
307,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
308,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
309,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
310,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
311,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
312,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
313,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
314,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
315,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
316,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
317,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
318,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
319,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
320,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
321,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
322,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
323,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
324,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
325,B,明亮红,石黑,AZ64GCY0000282,燃油,四驱
326,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
327,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
328,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
329,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
330,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
331,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
332,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
