,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,A,天空灰,无对比颜色,BZ12GCY0000307,燃油,两驱
2,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
3,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
4,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
5,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
6,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
7,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
8,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
9,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
10,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
11,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
12,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
13,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
14,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
15,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
16,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
17,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
18,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
19,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
20,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
21,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
22,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
23,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
24,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
25,B,闪耀黑,无对比颜色,AZ32GCY0000265,燃油,两驱
26,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
27,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
28,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
29,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
30,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
31,B,飞行蓝,石黑,AZ62GCY0000301,燃油,两驱
32,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
33,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
34,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
35,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
36,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
