,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
2,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
3,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
4,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
5,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
6,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
7,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
8,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
9,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
10,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
11,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
12,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
13,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
14,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
15,B,水晶珍珠白,石黑,AZ64GCY0000303,燃油,四驱
16,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
17,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
18,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
19,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
20,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
21,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
22,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
23,A,天空灰,无对比颜色,BZ12GCY0000307,燃油,两驱
24,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
25,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
26,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
27,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
28,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
29,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
30,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
31,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
32,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
33,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
34,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
35,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
36,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
37,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
38,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
39,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
40,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
41,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
42,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
43,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
44,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
45,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
46,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
47,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
48,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
49,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
50,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
51,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
52,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
53,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
54,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
55,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
56,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
57,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
58,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
59,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
60,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
61,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
62,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
