,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
2,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
3,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
4,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
5,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
6,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
7,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
8,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
9,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
10,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
11,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
12,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
13,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
14,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
15,B,水晶珍珠白,石黑,AZ32GCY0000268,燃油,两驱
16,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
17,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
18,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
19,B,明亮红,石黑,AZ32GCY0000297,燃油,两驱
20,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
21,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
22,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
23,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
24,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
25,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
26,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
27,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
28,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
29,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
30,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
31,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
32,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
33,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
34,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
35,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
36,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
37,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
38,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
39,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
40,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
41,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
42,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
43,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
44,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
45,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
46,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
47,A,闪耀黑,无对比颜色,BZ12GCY0000247,燃油,两驱
48,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
49,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
50,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
51,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
52,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
53,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
54,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
55,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
56,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
57,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
58,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
59,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
60,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
61,B,水晶珍珠白,石黑,AZ32GCY0000261,燃油,两驱
62,A,水晶珍珠白,无对比颜色,BZ12GCY0000244,燃油,两驱
63,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
64,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
65,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
66,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
67,B,明亮红,石黑,AZ64GCY0000282,燃油,四驱
68,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
69,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
70,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
71,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
72,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
73,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
74,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
75,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
76,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
77,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
78,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
79,A,明亮红,石黑,BZ14GCY0000295,燃油,四驱
80,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
81,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
82,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
83,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
84,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
85,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
86,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
87,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
88,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
89,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
90,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
91,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
92,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
93,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
94,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
95,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
96,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
97,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
98,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
99,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
100,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
101,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
102,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
103,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
104,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
105,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
106,B,薄雾灰,石黑,AZ32GCY0000267,燃油,两驱
107,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
108,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
109,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
110,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
111,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
112,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
113,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
114,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
115,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
116,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
117,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
118,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
119,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
120,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
121,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
122,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
123,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
124,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
125,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
126,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
127,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
128,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
129,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
130,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
131,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
132,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
133,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
134,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
135,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
136,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
137,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
138,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
139,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
140,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
141,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
142,A,水晶珍珠白,无对比颜色,BZ12GCY0000244,燃油,两驱
143,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
144,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
145,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
146,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
147,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
148,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
149,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
150,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
151,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
152,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
153,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
154,A,天空灰,无对比颜色,BZ12GCY0000266,燃油,两驱
155,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
156,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
157,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
