,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
2,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
3,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
4,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
5,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
6,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
7,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
8,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
9,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
10,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
11,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
12,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
13,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
14,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
15,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
16,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
17,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
18,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
19,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
20,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
21,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
22,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
23,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
24,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
25,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
26,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
27,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
28,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
29,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
30,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
31,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
32,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
33,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
34,B,水晶珍珠白,石黑,AZ32GCY0000283,燃油,两驱
35,B,水晶珍珠白,石黑,AZ32GCY0000268,燃油,两驱
36,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
37,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
38,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
39,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
40,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
41,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
42,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
43,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
44,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
