,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
2,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
3,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
4,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
5,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
6,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
7,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
8,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
9,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
10,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
11,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
12,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
13,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
14,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
15,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
16,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
17,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
18,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
19,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
20,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
21,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
22,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
23,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
24,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
25,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
26,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
27,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
28,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
29,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
30,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
31,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
32,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
33,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
34,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
35,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
36,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
37,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
38,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
39,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
40,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
41,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
42,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
43,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
44,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
45,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
46,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
47,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
48,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
49,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
50,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
51,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
52,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
53,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
