,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
2,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
3,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
4,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
5,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
6,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
7,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
8,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
9,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
10,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
11,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
12,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
13,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
14,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
15,B,水晶珍珠白,石黑,AZ32GCY0000261,燃油,两驱
16,B,明亮红,石黑,AZ32GCY0000297,燃油,两驱
17,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
18,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
19,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
20,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
21,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
22,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
23,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
24,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
25,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
26,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
27,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
28,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
29,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
30,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
31,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
32,A,闪耀黑,无对比颜色,BZ12GCY0000247,燃油,两驱
33,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
34,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
35,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
36,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
37,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
38,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
39,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
40,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
41,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
42,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
43,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
44,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
45,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
46,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
47,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
48,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
49,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
50,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
51,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
52,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
53,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
54,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
55,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
56,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
57,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
58,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
59,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
60,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
61,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
62,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
63,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
64,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
65,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
66,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
67,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
68,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
69,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
70,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
71,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
72,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
73,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
74,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
75,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
76,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
77,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
78,A,水晶珍珠白,无对比颜色,BZ12GCY0000244,燃油,两驱
79,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
80,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
81,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
82,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
83,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
84,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
85,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
86,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
87,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
88,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
89,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
90,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
91,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
92,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
93,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
94,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
95,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
96,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
97,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
98,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
99,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
100,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
101,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
102,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
103,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
104,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
105,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
106,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
107,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
108,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
109,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
110,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
111,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
112,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
113,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
114,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
115,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
116,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
117,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
118,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
119,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
120,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
121,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
122,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
123,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
124,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
125,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
126,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
127,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
128,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
129,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
130,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
131,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
132,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
133,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
134,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
135,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
136,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
137,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
138,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
139,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
140,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
141,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
142,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
143,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
144,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
145,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
146,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
147,A,闪耀黑,无对比颜色,BZ12GCY0000241,燃油,两驱
148,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
149,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
150,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
151,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
152,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
153,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
154,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
155,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
156,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
157,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
158,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
159,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
160,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
161,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
162,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
163,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
164,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
165,B,闪耀黑,石黑,AZ32GCY0000310,燃油,两驱
166,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
167,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
168,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
169,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
170,B,薄雾灰,石黑,AZ32GCY0000296,燃油,两驱
171,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
172,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
173,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
174,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
175,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
176,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
177,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
178,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
179,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
180,B,水晶珍珠白,石黑,AZ32GCY0000261,燃油,两驱
181,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
182,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
183,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
184,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
185,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
186,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
187,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
188,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
189,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
190,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
191,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
192,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
193,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
194,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
