,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
2,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
3,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
4,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
5,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
6,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
7,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
8,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
9,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
10,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
11,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
12,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
13,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
14,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
15,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
16,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
17,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
18,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
19,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
20,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
21,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
22,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
23,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
24,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
25,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
26,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
27,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
28,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
29,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
30,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
31,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
32,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
33,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
34,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
35,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
36,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
37,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
38,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
39,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
40,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
41,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
42,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
43,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
44,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
45,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
46,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
47,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
48,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
49,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
50,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
51,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
52,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
53,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
54,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
55,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
56,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
57,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
58,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
59,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
60,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
61,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
62,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
63,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
64,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
65,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
66,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
67,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
68,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
69,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
70,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
71,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
72,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
73,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
74,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
75,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
76,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
77,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
78,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
79,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
80,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
81,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
82,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
83,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
84,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
85,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
86,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
87,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
88,B,闪耀黑,无对比颜色,AZ64GCY0000294,燃油,四驱
89,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
90,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
91,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
92,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
93,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
94,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
95,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
96,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
97,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
98,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
99,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
100,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
101,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
102,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
103,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
104,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
