,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
2,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
3,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
4,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
5,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
6,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
7,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
8,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
9,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
10,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
11,B,闪耀黑,无对比颜色,AZ32GCY0000265,燃油,两驱
12,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
13,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
14,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
15,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
16,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
17,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
18,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
19,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
20,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
21,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
22,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
23,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
24,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
25,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
26,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
27,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
28,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
29,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
30,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
31,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
32,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
33,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
34,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
35,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
36,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
37,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
38,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
