,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
2,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
3,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
4,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
5,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
6,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
7,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
8,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
9,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
10,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
11,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
12,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
13,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
14,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
15,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
16,A,明亮红,石黑,BZ14GCY0000295,燃油,四驱
17,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
18,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
19,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
20,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
21,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
22,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
23,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
24,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
25,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
26,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
27,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
28,B,闪耀黑,无对比颜色,AZ62GCY0000259,燃油,两驱
29,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
30,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
31,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
32,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
33,B,飞行蓝,石黑,AZ62GCY0000301,燃油,两驱
34,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
35,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
36,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
37,A,闪耀黑,无对比颜色,BZ12GCY0000241,燃油,两驱
38,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
39,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
40,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
41,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
42,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
43,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
44,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
45,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
46,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
47,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
48,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
49,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
50,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
51,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
52,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
53,A,天空灰,无对比颜色,BZ12GCY0000266,燃油,两驱
54,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
55,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
56,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
57,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
58,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
59,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
60,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
61,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
62,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
