,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
2,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
3,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
4,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
5,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
6,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
7,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
8,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
9,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
10,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
11,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
12,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
13,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
14,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
15,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
16,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
17,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
18,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
19,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
20,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
21,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
22,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
23,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
24,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
25,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
26,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
27,B,水晶珍珠白,石黑,AZ32GCY0000261,燃油,两驱
28,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
29,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
30,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
31,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
32,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
