,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
2,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
3,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
4,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
5,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
6,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
7,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
8,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
9,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
10,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
11,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
12,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
13,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
14,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
15,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
16,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
17,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
18,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
19,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
20,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
21,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
22,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
23,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
24,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
25,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
26,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
27,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
28,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
29,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
30,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
31,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
32,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
33,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
34,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
35,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
36,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
37,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
38,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
39,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
