,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
2,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
3,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
4,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
5,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
6,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
7,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
8,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
9,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
10,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
11,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
12,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
13,A,天空灰,无对比颜色,BZ12GCY0000307,燃油,两驱
14,B,水晶珍珠白,石黑,AZ32GCY0000261,燃油,两驱
15,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
16,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
17,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
18,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
19,A,水晶珍珠白,石黑,AZ62GCY0000239,燃油,两驱
20,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
21,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
22,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
23,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
24,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
25,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
26,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
27,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
28,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
29,A,闪耀黑,无对比颜色,BZ12GCY0000247,燃油,两驱
30,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
31,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
32,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
33,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
34,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
35,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
36,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
37,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
38,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
39,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
40,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
41,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
42,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
43,A,水晶珍珠白,石黑,AZ62GCY0000239,燃油,两驱
44,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
45,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
46,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
47,B,闪耀黑,无对比颜色,AZ64GCY0000294,燃油,四驱
48,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
49,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
50,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
51,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
52,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
53,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
54,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
55,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
56,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
57,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
58,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
59,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
60,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
61,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
62,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
63,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
64,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
65,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
66,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
