,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
2,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
3,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
4,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
5,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
6,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
7,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
8,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
9,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
10,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
11,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
12,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
13,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
14,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
15,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
16,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
17,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
18,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
19,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
20,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
21,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
22,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
23,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
24,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
25,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
26,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
27,B,闪耀黑,无对比颜色,AZ64GCY0000294,燃油,四驱
28,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
29,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
30,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
31,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
32,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
33,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
34,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
35,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
36,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
37,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
38,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
39,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
40,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
41,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
42,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
43,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
44,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
45,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
46,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
47,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
48,B,闪耀黑,无对比颜色,AZ32GCY0000265,燃油,两驱
49,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
50,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
51,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
52,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
53,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
54,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
55,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
56,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
57,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
58,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
59,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
60,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
61,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
62,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
63,A,天空灰,石黑,BZ12GCY0000291,燃油,两驱
64,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
65,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
66,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
67,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
68,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
69,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
70,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
71,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
72,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
73,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
74,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
75,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
76,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
77,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
78,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
79,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
80,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
81,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
82,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
83,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
84,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
85,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
86,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
87,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
88,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
89,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
90,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
91,A,闪耀黑,无对比颜色,BZ12GCY0000247,燃油,两驱
92,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
93,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
94,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
95,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
96,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
97,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
98,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
99,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
100,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
101,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
102,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
