,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
2,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
3,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
4,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
5,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
6,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
7,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
8,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
9,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
10,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
11,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
12,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
13,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
14,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
15,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
16,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
17,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
18,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
19,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
20,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
21,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
22,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
23,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
24,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
25,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
26,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
27,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
28,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
29,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
30,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
31,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
32,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
33,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
34,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
35,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
36,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
37,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
38,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
39,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
40,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
41,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
42,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
43,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
44,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
45,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
46,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
47,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
48,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
49,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
50,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
51,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
52,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
53,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
54,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
55,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
56,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
57,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
58,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
59,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
60,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
61,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
62,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
63,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
64,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
65,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
66,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
67,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
68,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
69,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
70,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
71,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
72,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
73,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
74,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
75,B,水晶珍珠白,石黑,AZ32GCY0000261,燃油,两驱
76,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
77,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
78,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
79,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
80,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
81,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
82,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
83,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
84,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
85,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
86,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
87,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
88,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
89,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
90,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
91,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
92,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
93,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
94,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
95,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
96,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
97,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
98,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
99,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
100,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
101,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
102,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
103,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
104,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
105,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
106,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
107,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
108,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
109,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
110,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
111,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
112,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
113,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
114,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
115,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
116,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
117,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
118,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
119,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
120,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
121,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
122,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
123,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
124,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
125,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
126,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
127,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
128,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
129,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
130,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
131,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
132,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
133,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
134,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
135,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
136,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
137,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
138,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
