,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
2,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
3,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
4,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
5,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
6,B,闪耀黑,无对比颜色,AZ62GCY0000293,燃油,两驱
7,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
8,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
9,A,闪耀黑,无对比颜色,BZ12GCY0000242,燃油,两驱
10,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
11,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
12,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
13,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
14,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
15,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
16,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
17,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
18,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
19,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
20,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
21,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
22,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
23,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
24,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
25,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
26,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
27,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
28,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
29,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
30,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
31,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
32,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
33,A,探索绿,闪耀黑,BZ14GCY0000270,燃油,四驱
34,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
35,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
36,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
37,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
38,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
39,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
40,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
41,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
42,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
43,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
44,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
45,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
46,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
47,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
48,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
49,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
50,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
51,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
52,A,闪耀黑,无对比颜色,BZ12GCY0000242,燃油,两驱
53,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
54,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
55,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
56,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
57,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
58,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
59,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
60,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
61,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
62,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
63,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
64,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
65,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
66,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
67,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
68,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
69,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
70,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
71,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
72,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
73,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
74,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
75,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
76,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
77,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
78,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
79,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
80,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
81,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
82,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
83,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
84,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
85,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
86,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
87,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
88,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
89,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
90,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
91,B,闪耀黑,无对比颜色,AZ64GCY0000294,燃油,四驱
92,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
93,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
94,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
95,B,水晶珍珠白,石黑,AZ32GCY0000261,燃油,两驱
96,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
97,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
98,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
99,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
100,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
101,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
102,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
103,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
104,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
105,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
106,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
107,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
108,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
109,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
110,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
111,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
112,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
113,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
114,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
115,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
116,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
117,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
118,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
119,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
120,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
121,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
122,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
123,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
124,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
125,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
126,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
127,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
128,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
129,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
130,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
131,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
132,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
133,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
134,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
135,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
136,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
137,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
138,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
139,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
140,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
141,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
142,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
143,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
144,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
145,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
146,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
147,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
148,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
149,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
150,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
151,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
152,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
153,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
154,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
155,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
156,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
157,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
158,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
159,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
160,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
161,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
162,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
163,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
164,B,水晶珍珠白,石黑,AZ32GCY0000268,燃油,两驱
165,A,闪耀黑,无对比颜色,BZ12GCY0000242,燃油,两驱
166,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
167,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
168,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
169,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
170,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
171,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
172,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
173,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
174,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
175,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
176,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
177,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
