,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
2,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
3,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
4,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
5,B,水晶珍珠白,石黑,AZ32GCY0000283,燃油,两驱
6,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
7,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
8,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
9,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
10,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
11,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
12,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
13,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
14,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
15,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
16,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
17,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
18,B,水晶珍珠白,石黑,AZ32GCY0000268,燃油,两驱
19,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
20,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
21,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
22,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
23,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
24,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
25,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
26,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
27,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
28,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
29,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
30,B,闪耀黑,无对比颜色,AZ62GCY0000293,燃油,两驱
31,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
32,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
33,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
34,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
35,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
36,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
37,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
38,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
39,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
40,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
41,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
42,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
43,A,水晶珍珠白,石黑,AZ62GCY0000239,燃油,两驱
44,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
45,A,闪耀黑,无对比颜色,BZ12GCY0000241,燃油,两驱
46,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
47,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
48,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
49,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
50,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
51,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
52,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
53,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
54,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
55,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
56,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
57,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
58,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
59,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
60,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
61,B,闪耀黑,无对比颜色,AZ62GCY0000293,燃油,两驱
62,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
63,B,闪耀黑,无对比颜色,AZ62GCY0000259,燃油,两驱
64,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
65,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
66,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
67,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
68,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
69,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
70,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
71,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
72,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
73,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
74,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
75,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
76,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
77,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
78,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
79,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
80,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
81,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
82,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
83,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
84,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
