,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
2,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
3,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
4,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
5,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
6,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
7,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
8,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
9,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
10,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
11,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
12,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
13,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
14,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
15,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
16,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
17,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
18,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
19,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
20,B,明亮红,石黑,AZ32GCY0000255,燃油,两驱
21,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
22,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
23,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
24,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
25,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
26,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
27,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
28,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
29,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
30,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
31,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
32,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
33,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
34,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
35,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
36,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
37,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
38,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
39,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
40,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
41,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
42,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
43,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
44,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
45,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
46,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
47,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
48,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
49,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
50,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
51,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
52,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
53,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
54,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
55,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
56,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
57,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
58,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
59,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
60,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
61,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
62,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
63,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
64,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
65,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
66,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
67,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
68,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
69,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
70,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
71,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
72,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
73,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
74,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
75,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
76,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
77,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
78,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
79,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
80,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
81,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
82,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
83,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
84,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
85,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
86,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
87,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
88,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
89,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
90,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
91,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
92,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
93,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
94,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
95,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
96,B,闪耀黑,无对比颜色,AZ32GCY0000265,燃油,两驱
97,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
98,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
99,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
100,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
101,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
102,B,薄雾灰,石黑,AZ32GCY0000267,燃油,两驱
103,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
104,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
105,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
106,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
107,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
108,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
109,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
110,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
111,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
112,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
113,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
114,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
115,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
116,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
117,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
118,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
119,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
120,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
121,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
122,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
123,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
124,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
125,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
126,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
127,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
128,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
129,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
130,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
131,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
132,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
133,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
134,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
135,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
136,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
137,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
138,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
139,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
140,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
141,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
142,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
143,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
144,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
145,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
146,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
147,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
148,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
149,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
150,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
151,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
152,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
153,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
154,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
155,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
156,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
157,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
158,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
159,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
160,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
161,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
162,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
163,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
164,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
165,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
166,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
167,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
168,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
169,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
170,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
171,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
172,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
173,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
174,B,水晶珍珠白,石黑,AZ32GCY0000261,燃油,两驱
175,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
176,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
177,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
178,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
179,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
180,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
181,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
182,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
183,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
184,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
185,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
186,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
187,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
188,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
189,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
190,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
191,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
192,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
193,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
194,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
195,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
196,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
197,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
198,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
199,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
200,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
201,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
202,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
203,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
204,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
205,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
206,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
207,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
208,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
209,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
210,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
211,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
