,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
2,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
3,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
4,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
5,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
6,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
7,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
8,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
9,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
10,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
11,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
12,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
13,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
14,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
15,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
16,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
17,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
18,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
19,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
20,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
21,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
22,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
23,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
24,B,闪耀黑,无对比颜色,AZ64GCY0000294,燃油,四驱
25,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
26,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
27,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
28,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
