,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
2,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
3,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
4,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
5,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
6,A,天空灰,无对比颜色,BZ12GCY0000307,燃油,两驱
7,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
8,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
9,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
10,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
11,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
12,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
13,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
14,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
15,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
16,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
17,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
18,B,水晶珍珠白,石黑,AZ32GCY0000261,燃油,两驱
19,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
20,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
21,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
22,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
23,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
24,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
25,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
26,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
27,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
28,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
29,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
30,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
31,A,明亮红,石黑,BZ14GCY0000295,燃油,四驱
32,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
33,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
34,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
35,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
36,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
37,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
38,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
