,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
2,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
3,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
4,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
5,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
6,A,探索绿,闪耀黑,BZ14GCY0000270,燃油,四驱
7,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
8,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
9,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
10,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
11,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
12,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
13,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
14,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
15,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
16,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
17,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
18,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
19,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
20,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
21,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
22,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
23,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
24,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
25,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
26,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
27,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
28,B,水晶珍珠白,石黑,AZ32GCY0000261,燃油,两驱
29,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
30,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
31,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
32,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
33,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
34,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
35,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
36,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
37,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
38,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
39,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
40,B,明亮红,石黑,AZ64GCY0000282,燃油,四驱
41,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
42,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
43,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
44,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
45,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
46,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
47,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
48,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
49,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
50,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
51,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
52,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
53,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
54,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
55,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
56,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
57,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
