,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
2,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
3,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
4,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
5,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
6,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
7,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
8,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
9,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
10,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
11,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
12,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
13,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
14,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
15,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
16,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
17,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
18,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
19,A,天空灰,无对比颜色,BZ12GCY0000266,燃油,两驱
20,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
21,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
22,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
23,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
24,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
25,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
26,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
27,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
28,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
29,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
30,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
31,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
32,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
33,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
34,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
35,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
36,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
37,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
38,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
39,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
40,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
41,B,闪耀黑,石黑,AZ32GCY0000310,燃油,两驱
42,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
43,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
44,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
45,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
46,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
47,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
48,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
49,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
50,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
51,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
52,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
53,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
54,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
55,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
56,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
57,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
58,A,水晶珍珠白,石黑,AZ62GCY0000239,燃油,两驱
59,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
60,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
61,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
62,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
63,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
64,A,明亮红,石黑,BZ14GCY0000295,燃油,四驱
65,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
66,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
67,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
68,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
69,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
70,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
71,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
72,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
73,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
74,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
75,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
76,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
77,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
78,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
79,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
80,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
81,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
82,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
83,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
84,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
85,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
86,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
87,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
88,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
89,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
90,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
91,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
92,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
93,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
94,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
95,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
96,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
97,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
98,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
99,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
100,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
101,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
102,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
103,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
104,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
105,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
106,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
107,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
108,A,闪耀黑,无对比颜色,BZ12GCY0000242,燃油,两驱
109,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
110,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
111,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
112,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
113,B,明亮红,石黑,AZ32GCY0000297,燃油,两驱
114,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
115,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
116,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
117,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
118,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
119,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
120,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
121,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
122,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
123,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
124,B,明亮红,石黑,AZ32GCY0000297,燃油,两驱
125,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
126,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
127,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
128,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
129,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
130,B,水晶珍珠白,石黑,AZ32GCY0000283,燃油,两驱
