,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
2,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
3,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
4,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
5,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
6,A,探索绿,闪耀黑,BZ14GCY0000270,燃油,四驱
7,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
8,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
9,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
10,A,探索绿,闪耀黑,BZ14GCY0000270,燃油,四驱
11,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
12,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
13,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
14,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
15,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
16,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
17,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
18,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
19,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
20,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
21,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
22,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
23,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
24,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
25,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
26,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
27,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
28,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
29,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
30,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
31,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
32,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
33,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
34,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
35,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
36,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
37,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
38,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
39,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
40,B,水晶珍珠白,石黑,AZ32GCY0000283,燃油,两驱
41,A,闪耀黑,无对比颜色,BZ12GCY0000241,燃油,两驱
42,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
43,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
44,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
45,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
46,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
47,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
48,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
49,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
50,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
51,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
52,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
53,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
54,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
55,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
56,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
57,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
58,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
59,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
60,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
61,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
62,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
63,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
64,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
65,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
66,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
67,B,闪耀黑,石黑,AZ32GCY0000310,燃油,两驱
68,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
69,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
70,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
71,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
72,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
73,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
74,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
75,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
76,B,明亮红,石黑,AZ32GCY0000297,燃油,两驱
77,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
78,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
79,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
80,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
81,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
82,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
83,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
84,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
85,B,水晶珍珠白,石黑,AZ32GCY0000268,燃油,两驱
86,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
87,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
88,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
89,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
90,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
91,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
92,A,水晶珍珠白,石黑,AZ62GCY0000239,燃油,两驱
93,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
94,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
95,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
96,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
97,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
98,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
99,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
100,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
101,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
102,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
103,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
104,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
105,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
106,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
107,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
108,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
109,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
110,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
111,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
112,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
113,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
114,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
115,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
116,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
117,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
118,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
119,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
120,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
121,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
122,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
123,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
124,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
125,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
126,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
127,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
128,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
129,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
130,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
131,B,水晶珍珠白,石黑,AZ32GCY0000283,燃油,两驱
132,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
133,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
134,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
135,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
136,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
137,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
138,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
139,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
140,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
141,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
142,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
143,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
144,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
145,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
146,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
147,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
148,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
149,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
150,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
151,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
152,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
153,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
154,B,水晶珍珠白,石黑,AZ32GCY0000261,燃油,两驱
155,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
156,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
157,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
158,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
159,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
160,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
161,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
162,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
163,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
164,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
