,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
2,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
3,B,闪耀黑,无对比颜色,AZ64GCY0000280,燃油,四驱
4,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
5,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
6,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
7,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
8,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
9,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
10,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
11,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
12,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
13,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
14,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
15,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
16,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
17,B,水晶珍珠白,石黑,AZ64GCY0000303,燃油,四驱
18,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
19,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
20,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
21,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
22,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
23,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
24,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
25,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
26,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
27,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
28,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
29,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
30,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
31,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
32,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
33,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
