,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
2,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
3,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
4,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
5,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
6,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
7,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
8,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
9,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
10,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
11,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
12,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
13,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
14,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
15,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
16,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
17,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
18,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
19,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
20,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
21,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
22,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
23,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
24,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
25,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
26,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
27,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
28,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
29,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
