,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
2,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
3,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
4,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
5,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
6,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
7,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
8,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
9,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
10,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
11,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
12,B,闪耀黑,无对比颜色,AZ64GCY0000280,燃油,四驱
13,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
14,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
15,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
16,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
17,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
18,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
19,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
20,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
21,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
22,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
23,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
24,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
25,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
26,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
27,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
28,A,闪耀黑,无对比颜色,BZ12GCY0000242,燃油,两驱
29,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
30,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
31,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
32,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
33,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
34,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
35,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
36,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
37,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
38,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
39,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
40,A,天空灰,石黑,BZ12GCY0000291,燃油,两驱
41,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
42,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
43,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
44,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
45,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
46,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
47,B,水晶珍珠白,石黑,AZ32GCY0000261,燃油,两驱
48,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
49,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
50,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
51,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
52,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
53,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
54,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
55,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
56,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
57,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
58,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
59,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
60,B,闪耀黑,无对比颜色,AZ64GCY0000294,燃油,四驱
61,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
62,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
63,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
64,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
65,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
66,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
