,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
2,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
3,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
4,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
5,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
6,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
7,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
8,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
9,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
10,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
11,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
12,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
13,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
14,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
15,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
16,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
17,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
18,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
19,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
20,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
21,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
22,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
23,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
24,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
25,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
26,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
27,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
28,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
29,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
30,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
31,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
32,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
33,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
34,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
35,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
36,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
37,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
38,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
39,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
40,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
41,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
42,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
43,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
44,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
45,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
46,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
47,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
48,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
49,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
50,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
51,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
52,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
53,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
54,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
55,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
56,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
57,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
58,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
59,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
60,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
61,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
62,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
63,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
64,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
65,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
66,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
67,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
68,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
69,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
70,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
71,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
72,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
73,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
74,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
75,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
76,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
77,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
78,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
