,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
2,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
3,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
4,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
5,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
6,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
7,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
8,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
9,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
10,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
11,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
12,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
13,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
14,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
15,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
16,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
17,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
18,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
19,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
20,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
21,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
22,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
23,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
24,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
25,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
26,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
27,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
28,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
29,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
30,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
31,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
32,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
33,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
34,A,闪耀黑,无对比颜色,BZ12GCY0000241,燃油,两驱
35,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
36,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
37,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
38,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
39,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
40,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
41,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
42,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
43,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
44,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
45,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
46,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
47,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
48,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
49,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
50,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
51,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
52,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
53,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
54,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
55,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
56,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
