,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
2,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
3,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
4,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
5,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
6,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
7,B,水晶珍珠白,石黑,AZ32GCY0000283,燃油,两驱
8,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
9,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
10,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
11,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
12,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
13,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
14,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
15,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
16,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
17,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
18,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
19,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
20,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
21,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
22,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
23,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
24,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
25,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
26,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
27,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
28,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
29,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
30,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
31,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
32,B,薄雾灰,石黑,AZ32GCY0000296,燃油,两驱
33,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
34,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
35,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
36,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
37,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
38,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
39,B,水晶珍珠白,石黑,AZ32GCY0000261,燃油,两驱
40,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
41,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
42,B,水晶珍珠白,石黑,AZ32GCY0000236,燃油,两驱
43,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
