,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
2,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
3,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
4,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
5,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
6,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
7,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
8,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
9,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
10,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
11,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
12,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
13,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
14,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
15,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
16,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
17,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
18,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
19,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
20,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
21,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
22,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
23,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
24,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
25,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
26,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
27,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
28,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
29,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
30,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
31,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
32,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
33,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
34,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
35,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
36,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
37,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
38,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
39,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
40,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
41,B,闪耀黑,无对比颜色,AZ64GCY0000294,燃油,四驱
42,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
43,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
44,A,闪耀黑,无对比颜色,BZ12GCY0000241,燃油,两驱
45,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
46,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
47,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
48,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
49,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
50,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
51,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
52,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
53,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
54,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
55,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
56,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
57,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
58,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
59,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
60,A,探索绿,闪耀黑,BZ14GCY0000270,燃油,四驱
61,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
62,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
63,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
64,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
65,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
66,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
67,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
68,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
69,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
70,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
71,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
72,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
73,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
74,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
75,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
76,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
77,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
78,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
79,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
80,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
81,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
82,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
83,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
84,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
85,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
86,A,探索绿,闪耀黑,BZ14GCY0000270,燃油,四驱
87,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
88,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
89,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
90,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
91,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
92,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
93,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
94,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
95,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
96,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
97,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
98,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
99,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
100,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
101,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
102,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
103,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
104,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
105,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
106,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
107,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
108,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
109,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
