,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
2,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
3,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
4,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
5,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
6,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
7,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
8,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
9,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
10,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
11,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
12,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
13,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
14,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
15,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
16,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
17,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
18,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
19,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
20,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
21,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
22,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
23,B,明亮红,石黑,AZ32GCY0000255,燃油,两驱
24,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
25,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
26,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
27,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
28,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
29,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
30,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
31,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
32,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
33,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
34,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
35,A,闪耀黑,无对比颜色,BZ12GCY0000241,燃油,两驱
36,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
37,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
38,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
39,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
40,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
41,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
42,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
43,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
44,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
45,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
46,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
47,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
48,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
49,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
50,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
51,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
52,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
53,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
54,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
55,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
56,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
57,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
58,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
59,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
60,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
61,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
62,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
63,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
64,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
65,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
66,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
67,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
68,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
69,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
70,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
71,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
72,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
73,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
74,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
75,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
76,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
77,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
78,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
