,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,闪耀黑,无对比颜色,AZ32GCY0000265,燃油,两驱
2,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
3,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
4,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
5,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
6,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
7,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
8,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
9,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
10,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
11,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
12,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
13,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
14,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
15,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
16,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
17,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
18,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
19,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
20,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
21,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
22,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
23,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
24,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
25,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
26,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
27,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
28,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
29,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
30,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
31,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
32,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
33,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
34,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
35,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
36,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
37,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
38,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
39,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
40,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
41,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
42,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
43,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
44,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
45,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
46,B,闪耀黑,无对比颜色,AZ62GCY0000259,燃油,两驱
47,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
48,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
49,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
50,A,闪耀黑,无对比颜色,BZ12GCY0000241,燃油,两驱
51,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
52,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
53,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
54,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
55,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
56,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
57,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
58,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
59,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
60,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
61,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
62,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
63,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
64,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
65,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
66,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
67,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
68,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
69,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
70,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
71,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
72,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
73,A,探索绿,闪耀黑,BZ14GCY0000270,燃油,四驱
74,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
75,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
76,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
77,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
78,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
79,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
80,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
81,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
82,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
83,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
84,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
85,B,薄雾灰,石黑,AZ32GCY0000254,燃油,两驱
86,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
87,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
88,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
89,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
90,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
91,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
92,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
93,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
94,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
95,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
96,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
97,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
98,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
99,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
100,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
101,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
102,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
103,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
104,A,明亮红,石黑,BZ14GCY0000295,燃油,四驱
105,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
106,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
107,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
108,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
109,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
110,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
111,B,闪耀黑,无对比颜色,AZ62GCY0000259,燃油,两驱
112,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
113,A,闪耀黑,无对比颜色,BZ12GCY0000247,燃油,两驱
114,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
115,B,水晶珍珠白,石黑,AZ64GCY0000303,燃油,四驱
116,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
117,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
118,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
119,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
120,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
121,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
122,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
123,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
124,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
125,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
126,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
127,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
128,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
129,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
130,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
131,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
132,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
133,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
134,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
135,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
136,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
137,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
138,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
139,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
140,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
141,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
142,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
143,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
144,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
145,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
146,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
147,A,闪耀黑,无对比颜色,BZ12GCY0000241,燃油,两驱
148,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
149,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
150,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
151,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
152,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
153,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
154,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
155,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
156,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
157,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
158,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
159,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
160,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
161,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
162,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
163,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
164,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
165,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
166,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
167,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
168,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
169,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
170,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
171,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
172,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
173,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
174,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
175,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
176,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
177,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
178,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
179,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
180,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
181,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
182,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
183,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
184,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
185,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
186,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
187,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
188,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
189,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
190,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
191,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
