,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
2,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
3,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
4,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
5,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
6,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
7,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
8,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
9,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
10,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
11,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
12,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
13,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
14,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
15,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
16,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
17,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
18,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
19,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
20,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
21,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
22,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
23,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
24,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
25,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
26,B,水晶珍珠白,石黑,AZ64GCY0000303,燃油,四驱
27,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
28,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
29,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
30,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
31,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
32,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
33,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
34,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
35,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
36,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
37,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
38,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
39,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
40,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
41,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
42,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
43,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
44,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
45,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
46,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
47,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
48,B,明亮红,石黑,AZ32GCY0000297,燃油,两驱
49,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
50,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
51,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
52,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
53,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
54,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
55,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
56,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
57,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
58,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
59,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
60,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
61,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
62,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
