,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
2,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
3,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
4,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
5,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
6,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
7,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
8,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
9,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
10,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
11,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
12,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
13,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
14,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
15,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
16,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
17,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
18,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
19,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
20,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
21,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
22,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
23,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
24,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
25,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
26,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
27,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
28,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
29,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
30,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
31,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
32,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
33,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
34,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
35,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
36,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
37,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
38,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
39,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
40,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
41,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
42,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
43,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
44,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
45,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
46,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
47,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
48,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
49,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
50,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
51,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
52,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
53,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
54,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
55,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
56,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
57,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
58,B,薄雾灰,石黑,AZ32GCY0000267,燃油,两驱
59,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
60,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
61,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
62,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
63,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
64,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
65,B,水晶珍珠白,石黑,AZ32GCY0000268,燃油,两驱
66,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
67,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
68,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
69,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
70,B,闪耀黑,无对比颜色,AZ32GCY0000265,燃油,两驱
71,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
72,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
73,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
