,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
2,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
3,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
4,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
5,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
6,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
7,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
8,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
9,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
10,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
11,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
12,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
13,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
14,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
15,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
16,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
17,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
18,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
19,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
20,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
21,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
22,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
23,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
24,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
25,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
26,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
27,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
28,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
29,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
30,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
31,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
32,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
33,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
34,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
35,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
36,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
37,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
38,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
39,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
40,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
41,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
42,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
43,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
44,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
45,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
46,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
47,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
48,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
49,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
50,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
51,A,闪耀黑,无对比颜色,BZ12GCY0000237,燃油,两驱
52,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
