,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
2,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
3,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
4,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
5,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
6,A,天空灰,无对比颜色,BZ12GCY0000307,燃油,两驱
7,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
8,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
9,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
10,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
11,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
12,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
13,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
14,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
15,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
16,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
17,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
18,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
19,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
20,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
21,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
22,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
23,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
24,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
25,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
26,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
27,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
28,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
29,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
30,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
31,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
32,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
33,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
34,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
35,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
36,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
37,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
38,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
39,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
40,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
41,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
42,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
43,B,明亮红,石黑,AZ32GCY0000297,燃油,两驱
44,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
45,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
46,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
47,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
48,B,水晶珍珠白,石黑,AZ32GCY0000261,燃油,两驱
49,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
50,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
51,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
52,B,水晶珍珠白,石黑,AZ32GCY0000261,燃油,两驱
53,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
54,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
55,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
56,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
57,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
58,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
59,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
60,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
61,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
62,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
63,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
64,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
65,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
66,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
67,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
68,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
69,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
70,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
71,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
72,B,薄雾灰,石黑,AZ32GCY0000267,燃油,两驱
73,B,水晶珍珠白,石黑,AZ32GCY0000261,燃油,两驱
74,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
75,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
76,A,水晶珍珠白,石黑,AZ62GCY0000239,燃油,两驱
77,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
78,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
79,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
80,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
81,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
82,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
83,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
84,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
85,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
86,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
87,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
88,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
89,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
90,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
91,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
92,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
93,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
94,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
95,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
96,A,闪耀黑,无对比颜色,BZ12GCY0000247,燃油,两驱
97,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
98,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
99,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
100,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
101,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
102,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
103,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
104,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
105,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
106,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
107,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
108,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
109,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
110,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
111,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
112,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
113,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
114,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
115,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
116,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
117,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
118,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
119,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
120,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
121,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
122,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
123,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
124,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
125,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
126,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
127,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
128,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
129,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
130,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
131,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
132,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
133,B,明亮红,石黑,AZ32GCY0000255,燃油,两驱
134,A,明亮红,石黑,BZ14GCY0000295,燃油,四驱
135,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
136,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
137,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
138,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
139,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
140,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
141,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
142,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
143,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
144,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
145,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
146,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
147,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
148,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
149,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
150,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
151,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
152,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
153,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
154,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
155,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
156,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
157,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
158,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
159,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
160,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
161,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
162,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
163,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
164,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
165,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
166,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
167,A,闪耀黑,无对比颜色,BZ12GCY0000247,燃油,两驱
168,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
169,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
170,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
171,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
172,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
173,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
174,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
175,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
176,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
177,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
178,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
179,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
180,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
181,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
182,A,闪耀黑,无对比颜色,BZ12GCY0000241,燃油,两驱
183,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
184,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
185,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
186,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
187,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
188,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
189,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
190,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
191,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
192,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
193,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
194,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
195,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
196,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
197,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
198,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
199,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
200,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
201,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
202,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
203,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
204,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
205,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
206,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
207,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
208,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
209,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
210,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
211,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
212,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
213,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
214,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
215,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
216,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
217,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
218,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
219,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
220,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
221,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
222,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
223,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
