,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
2,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
3,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
4,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
5,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
6,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
7,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
8,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
9,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
10,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
11,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
12,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
13,B,薄雾灰,石黑,AZ32GCY0000296,燃油,两驱
14,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
15,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
16,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
17,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
18,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
19,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
20,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
21,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
22,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
23,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
24,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
25,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
26,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
27,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
28,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
29,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
30,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
31,A,探索绿,闪耀黑,BZ14GCY0000270,燃油,四驱
