,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
40,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
41,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
42,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
43,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
44,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
45,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
46,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
47,B,薄雾灰,石黑,AZ32GCY0000240,燃油,两驱
48,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
49,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
50,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
51,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
52,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
53,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
54,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
55,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
56,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
57,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
58,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
59,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
60,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
61,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
62,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
63,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
64,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
65,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
66,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
67,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
68,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
69,B,明亮红,石黑,AZ32GCY0000255,燃油,两驱
70,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
71,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
72,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
73,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
74,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
75,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
76,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
77,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
78,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
79,A,水晶珍珠白,石黑,AZ62GCY0000239,燃油,两驱
80,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
81,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
82,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
83,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
84,B,闪耀黑,无对比颜色,AZ62GCY0000259,燃油,两驱
85,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
86,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
87,A,探索绿,闪耀黑,BZ14GCY0000270,燃油,四驱
88,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
89,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
90,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
91,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
92,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
93,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
94,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
95,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
96,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
97,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
98,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
99,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
100,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
101,B,水晶珍珠白,石黑,AZ32GCY0000268,燃油,两驱
102,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
103,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
104,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
105,A,水晶珍珠白,无对比颜色,BZ12GCY0000244,燃油,两驱
106,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
107,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
108,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
109,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
110,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
111,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
112,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
113,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
114,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
115,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
116,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
117,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
118,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
119,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
120,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
121,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
122,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
123,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
124,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
125,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
126,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
127,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
128,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
129,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
130,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
131,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
132,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
133,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
134,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
135,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
136,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
137,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
138,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
139,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
140,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
141,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
142,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
143,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
144,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
145,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
146,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
147,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
148,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
149,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
150,A,水晶珍珠白,石黑,AZ62GCY0000239,燃油,两驱
151,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
152,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
153,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
154,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
155,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
156,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
157,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
158,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
159,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
160,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
161,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
162,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
163,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
164,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
165,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
166,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
167,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
168,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
169,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
170,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
171,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
172,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
173,B,闪耀黑,无对比颜色,AZ62GCY0000259,燃油,两驱
174,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
175,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
176,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
177,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
178,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
179,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
180,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
181,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
182,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
183,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
184,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
185,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
186,A,天空灰,无对比颜色,BZ12GCY0000266,燃油,两驱
187,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
188,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
189,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
190,B,闪耀黑,无对比颜色,AZ64GCY0000280,燃油,四驱
191,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
192,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
193,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
194,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
195,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
196,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
197,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
198,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
199,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
200,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
201,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
202,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
203,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
204,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
205,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
206,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
207,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
208,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
209,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
210,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
211,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
212,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
213,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
214,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
215,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
216,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
217,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
218,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
219,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
220,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
221,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
222,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
223,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
224,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
225,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
226,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
227,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
228,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
229,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
230,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
231,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
232,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
233,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
234,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
235,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
236,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
237,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
238,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
239,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
240,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
241,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
242,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
243,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
244,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
245,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
246,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
247,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
248,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
249,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
250,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
251,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
252,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
253,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
254,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
255,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
256,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
257,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
258,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
259,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
260,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
261,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
262,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
263,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
264,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
265,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
