,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
2,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
3,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
4,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
5,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
6,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
7,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
8,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
9,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
10,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
11,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
12,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
13,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
14,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
15,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
16,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
17,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
18,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
19,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
20,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
21,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
22,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
23,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
24,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
25,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
26,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
27,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
28,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
29,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
30,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
31,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
32,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
33,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
34,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
35,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
36,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
37,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
38,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
39,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
40,B,液态灰,无对比颜色,AZ32GCY0000290,燃油,两驱
41,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
42,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
43,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
44,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
45,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
46,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
47,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
48,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
49,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
50,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
51,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
52,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
53,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
54,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
55,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
56,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
57,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
58,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
59,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
60,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
61,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
62,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
63,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
64,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
65,A,天空灰,无对比颜色,BZ12GCY0000246,燃油,两驱
66,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
67,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
68,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
69,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
70,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
71,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
72,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
73,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
74,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
75,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
76,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
77,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
78,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
79,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
80,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
81,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
82,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
83,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
84,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
85,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
86,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
87,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
88,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
89,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
90,A,水晶珍珠白,石黑,AZ62GCY0000239,燃油,两驱
91,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
92,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
93,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
94,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
95,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
96,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
97,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
98,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
99,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
100,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
101,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
102,B,薄雾灰,石黑,AZ32GCY0000277,燃油,两驱
103,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
104,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
105,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
106,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
107,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
108,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
109,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
110,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
111,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
112,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
113,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
114,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
115,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
116,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
117,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
118,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
119,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
120,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
121,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
122,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
123,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
124,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
125,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
126,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
127,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
128,B,明亮红,石黑,AZ32GCY0000297,燃油,两驱
129,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
130,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
131,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
132,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
133,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
134,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
135,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
136,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
137,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
138,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
