,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
2,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
3,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
4,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
5,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
6,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
7,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
8,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
9,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
10,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
11,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
12,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
13,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
14,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
15,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
16,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
17,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
18,B,天空灰,石黑,AZ64GCY0000299,燃油,四驱
19,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
20,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
21,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
22,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
23,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
24,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
25,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
26,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
27,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
28,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
29,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
30,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
31,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
32,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
33,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
34,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
35,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
36,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
37,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
38,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
39,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
40,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
41,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
42,B,水晶珍珠白,石黑,AZ32GCY0000261,燃油,两驱
43,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
44,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
45,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
46,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
47,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
48,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
49,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
50,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
51,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
52,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
53,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
54,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
55,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
56,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
57,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
58,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
59,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
60,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
61,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
62,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
63,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
64,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
65,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
66,A,闪耀黑,无对比颜色,BZ12GCY0000241,燃油,两驱
67,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
68,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
69,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
70,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
71,B,水晶珍珠白,石黑,AZ32GCY0000268,燃油,两驱
72,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
73,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
74,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
75,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
76,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
77,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
78,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
79,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
80,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
81,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
82,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
83,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
84,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
85,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
86,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
87,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
88,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
89,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
90,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
91,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
92,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
93,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
94,B,水晶珍珠白,石黑,AZ32GCY0000261,燃油,两驱
95,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
96,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
97,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
98,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
99,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
100,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
101,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
102,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
103,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
104,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
105,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
106,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
107,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
108,B,明亮红,石黑,AZ32GCY0000297,燃油,两驱
109,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
110,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
111,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
112,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
113,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
114,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
115,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
116,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
117,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
118,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
119,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
120,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
