,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
2,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
3,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
4,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
5,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
6,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
7,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
8,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
9,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
10,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
11,B,水晶珍珠白,石黑,AZ32GCY0000260,燃油,两驱
12,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
13,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
14,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
15,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
16,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
17,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
18,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
19,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
20,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
21,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
22,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
23,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
24,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
25,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
26,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
27,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
28,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
29,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
30,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
31,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
32,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
33,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
34,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
35,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
36,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
37,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
38,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
39,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
40,A,水晶珍珠白,石黑,AZ62GCY0000239,燃油,两驱
41,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
42,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
43,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
44,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
45,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
46,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
47,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
48,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
49,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
50,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
51,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
52,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
53,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
54,B,薄雾灰,石黑,AZ32GCY0000267,燃油,两驱
55,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
56,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
57,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
58,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
59,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
60,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
61,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
62,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
63,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
64,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
65,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
66,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
67,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
68,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
69,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
70,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
71,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
72,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
73,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
