,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
2,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
3,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
4,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
5,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
6,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
7,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
8,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
9,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
10,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
11,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
12,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
13,B,天空灰,石黑,AZ62GCY0000264,燃油,两驱
14,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
15,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
16,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
17,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
18,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
19,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
20,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
21,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
22,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
23,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
24,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
25,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
26,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
27,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
28,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
29,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
30,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
31,A,探索绿,闪耀黑,BZ14GCY0000270,燃油,四驱
32,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
33,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
34,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
35,B,薄雾灰,石黑,AZ32GCY0000267,燃油,两驱
36,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
37,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
38,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
39,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
40,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
41,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
42,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
43,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
44,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
45,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
46,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
47,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
48,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
49,A,水晶珍珠白,石黑,BZ12GCY0000284,燃油,两驱
50,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
51,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
52,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
53,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
54,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
55,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
56,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
57,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
58,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
