,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
2,A,天空灰,无对比颜色,BZ12GCY0000266,燃油,两驱
3,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
4,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
5,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
6,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
7,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
8,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
9,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
10,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
11,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
12,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
13,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
14,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
15,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
16,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
17,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
18,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
19,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
20,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
21,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
22,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
23,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
24,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
25,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
26,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
27,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
28,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
29,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
30,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
31,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
32,A,闪耀黑,无对比颜色,BZ12GCY0000241,燃油,两驱
33,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
34,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
35,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
36,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
