,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
2,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
3,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
4,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
5,B,天空灰,石黑,AZ62GFF0000306,混动,两驱
6,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
7,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
8,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
9,B,闪耀黑,无对比颜色,AZ62GCY0000293,燃油,两驱
10,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
11,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
12,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
13,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
14,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
15,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
16,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
17,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
18,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
19,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
20,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
21,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
22,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
23,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
24,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
25,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
26,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
27,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
28,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
29,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
30,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
31,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
32,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
33,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
34,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
35,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
36,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
37,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
38,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
39,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
40,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
41,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
42,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
43,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
44,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
45,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
46,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
47,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
48,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
49,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
50,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
51,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
52,B,水晶珍珠白,石黑,AZ64GCY0000272,燃油,四驱
53,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
54,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
55,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
56,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
57,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
58,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
59,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
60,A,天空灰,无对比颜色,BZ12GCY0000307,燃油,两驱
61,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
62,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
63,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
64,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
65,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
66,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
67,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
68,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
69,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
70,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
71,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
72,A,飞行蓝,石黑,BZ12GCY0000238,燃油,两驱
73,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
74,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
75,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
76,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
77,B,水晶珍珠白,石黑,AZ32GCY0000236,燃油,两驱
78,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
79,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
80,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
81,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
82,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
83,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
84,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
85,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
86,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
87,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
88,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
89,A,闪耀黑,无对比颜色,BZ14GCY0000304,燃油,四驱
90,A,明亮红,石黑,BZ14GCY0000295,燃油,四驱
91,A,水晶珍珠白,无对比颜色,BZ12GCY0000298,燃油,两驱
92,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
93,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
94,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
95,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
96,B,天空灰,石黑,AZ62GFF0000253,混动,两驱
97,B,明亮红,石黑,AZ64GCY0000282,燃油,四驱
98,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
99,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
100,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
101,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
102,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
103,A,闪耀黑,无对比颜色,BZ12GCY0000245,燃油,两驱
104,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
105,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
106,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
107,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
108,A,水晶珍珠白,石黑,AZ62GCY0000239,燃油,两驱
109,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
110,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
111,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
112,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
113,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
114,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
115,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
116,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
117,A,水晶珍珠白,石黑,AZ64GCY0000289,燃油,四驱
118,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
119,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
120,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
121,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
122,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
123,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
124,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
125,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
126,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
127,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
128,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
129,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
130,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
131,B,液态灰,无对比颜色,AZ32GCY0000249,燃油,两驱
132,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
133,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
134,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
135,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
136,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
137,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
138,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
139,B,薄雾灰,石黑,AZ32GCY0000288,燃油,两驱
140,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
141,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
142,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
143,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
144,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
145,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
146,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
147,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
148,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
149,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
150,B,闪耀黑,无对比颜色,AZ62GCY0000276,燃油,两驱
151,B,水晶珍珠白,石黑,AZ64GCY0000303,燃油,四驱
152,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
153,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
154,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
155,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
156,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
157,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
158,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
159,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
160,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
161,A,天空灰,石黑,AZ62GFF0000275,混动,两驱
162,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
163,A,水晶珍珠白,石黑,AZ62GFF0000281,混动,两驱
164,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
165,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
166,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
167,B,天空灰,无对比颜色,AZ62GFF0000257,混动,两驱
168,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
169,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
170,A,水晶紫,石黑,AZ62GFF0000269,混动,两驱
171,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
172,A,闪耀黑,无对比颜色,BZ12GCY0000302,燃油,两驱
173,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
