,车型,车身颜色,车顶颜色,物料编号,发动机,变速器
1,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
2,A,水晶珍珠白,石黑,AZ62GCY0000239,燃油,两驱
3,B,薄雾灰,石黑,AZ32GCY0000240,燃油,两驱
4,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
5,A,天空灰,无对比颜色,BZ12GCY0000307,燃油,两驱
6,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
7,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
8,B,明亮红,石黑,AZ32GCY0000297,燃油,两驱
9,A,闪耀黑,无对比颜色,BZ12GCY0000247,燃油,两驱
10,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
11,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
12,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
13,B,水晶珍珠白,无对比颜色,AZ62GFF0000273,混动,两驱
14,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
15,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
16,B,飞行蓝,石黑,AZ62GFF0000252,混动,两驱
17,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
18,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
19,B,飞行蓝,石黑,AZ62GCY0000243,燃油,两驱
20,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
21,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
22,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
23,A,探索绿,闪耀黑,AZ64GCY0000278,燃油,四驱
24,B,水晶紫,石黑,AZ62GFF0000305,混动,两驱
25,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
26,A,天空灰,石黑,BZ12GCY0000274,燃油,两驱
27,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
28,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
29,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
30,A,水晶珍珠白,石黑,BZ12GCY0000251,燃油,两驱
31,A,天空灰,石黑,BZ12GCY0000285,燃油,两驱
32,B,水晶珍珠白,石黑,AZ62GFF0000271,混动,两驱
33,A,闪耀黑,无对比颜色,AZ62GFF0000250,混动,两驱
34,A,水晶珍珠白,石黑,BZ14GCY0000248,燃油,四驱
35,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
36,B,闪耀黑,无对比颜色,AZ62GCY0000258,燃油,两驱
37,A,天空灰,石黑,BZ14GCY0000292,燃油,四驱
38,B,闪耀黑,无对比颜色,AZ62GFF0000263,混动,两驱
39,A,闪耀黑,无对比颜色,BZ14GCY0000308,燃油,四驱
40,B,水晶珍珠白,无对比颜色,AZ62GCY0000279,燃油,两驱
41,B,天空灰,石黑,AZ64GCY0000256,燃油,四驱
42,B,闪耀黑,无对比颜色,AZ64GCY0000262,燃油,四驱
43,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
44,B,天空灰,无对比颜色,AZ62GCY0000300,燃油,两驱
45,A,水晶珍珠白,无对比颜色,BZ12GCY0000244,燃油,两驱
46,A,闪耀黑,无对比颜色,BZ14GCY0000287,燃油,四驱
